13957892, 99, -402655139, -0.02050781, -0.05078125, -0.9916992
57158748, 99, -402655137, -0.01513672, -0.05566406, -1
73606939, 99, -402655138, -0.01757812, -0.0546875, -1.000488
91936057, 99, -402655137, -0.01318359, -0.05322266, -0.9941406
109333357, 98, -402655133, -0.01660156, -0.05859375, -1
125027698, 101, -402655137, -0.01757812, -0.05175781, -0.9960938
141003391, 0, 0, -0.01757812, -0.04882812, -0.9990234
157146636, -1, -1, -0.0234375, -0.05761719, -1.000977
173768627, 0, 0, -0.01855469, -0.05615234, -0.9990234
189389635, -1, 2, -0.01953125, -0.05322266, -1.003418
205981419, -1, 1, -0.01757812, -0.05761719, -1
221289564, 1, 3, -0.01953125, -0.05322266, -1
236998644, -1, -1, -0.01953125, -0.05322266, -0.9960938
252945900, 0, 3, -0.01367188, -0.05224609, -0.9990234
268447690, -2, 3, -0.01953125, -0.05273438, -0.9970703
283839532, -1, 3, -0.01757812, -0.05371094, -0.9897461
299528248, -1, 3, -0.01660156, -0.05419922, -1.001465
314847018, -1, 4, -0.02050781, -0.05664062, -0.9970703
330481880, 2, 8, -0.015625, -0.0546875, -0.9941406
345743931, 0, 3, -0.01953125, -0.05371094, -1.002441
361237284, 0, 5, -0.01611328, -0.05566406, -1.00293
376632668, -1, 4, -0.01953125, -0.05371094, -0.9980469
392142791, -1, 2, -0.01855469, -0.05566406, -0.9951172
407479790, 0, 4, -0.01708984, -0.05322266, -0.9995117
422881319, 3, 3, -0.01318359, -0.05126953, -0.9926758
438181183, 2, 5, -0.01611328, -0.05664062, -0.9916992
453897451, 0, 5, -0.01855469, -0.05664062, -0.9951172
469438199, 2, 4, -0.01855469, -0.05029297, -0.9990234
485464048, 0, 3, -0.02050781, -0.05419922, -0.9951172
501705052, -2, 5, -0.01855469, -0.05566406, -0.9970703
517225644, -1, 3, -0.01416016, -0.05566406, -0.9936523
532782642, 0, 2, -0.01464844, -0.04638672, -0.9990234
548210942, 1, 2, -0.01171875, -0.05078125, -0.9980469
564606477, 0, 4, -0.01318359, -0.05419922, -0.9951172
580581493, -2, 5, -0.02050781, -0.05566406, -0.9960938
596707134, 0, 2, -0.02050781, -0.05664062, -1
611850228, 2, 3, -0.01416016, -0.05322266, -1.000977
628280710, 2, 1, -0.02148438, -0.05224609, -1.001465
643997759, 1, 4, -0.01953125, -0.05566406, -0.9970703
660036733, 1, 3, -0.01757812, -0.05371094, -0.9985352
676316852, 0, 4, -0.01416016, -0.05859375, -0.9956055
692878792, 0, 5, -0.01416016, -0.05517578, -0.9975586
708341832, -1, 4, -0.01513672, -0.0546875, -0.9936523
724919554, 3, 4, -0.01513672, -0.05761719, -0.9990234
740458583, 2, 5, -0.01660156, -0.05273438, -0.9946289
757271303, -1, 5, -0.01953125, -0.0546875, -1.000977
772552989, 0, 4, -0.01611328, -0.05664062, -0.9970703
789487636, 0, 4, -0.02148438, -0.05371094, -0.9980469
804843333, 0, 3, -0.01953125, -0.05371094, -0.9995117
820745172, 1, 6, -0.01660156, -0.05664062, -1.000488
836355555, -1, 4, -0.02246094, -0.05664062, -0.9931641
852139479, -3, 4, -0.01513672, -0.05224609, -0.9970703
868507149, 2, 2, -0.01855469, -0.0546875, -0.9990234
883878992, 3, 4, -0.02148438, -0.05517578, -0.9970703
899591978, -1, 3, -0.02050781, -0.05615234, -1.000977
914854030, 1, 5, -0.01611328, -0.0546875, -0.9960938
931428782, 2, 5, -0.01757812, -0.05126953, -0.9990234
946794166, 2, 6, -0.01904297, -0.05175781, -0.9985352
962629340, 0, 3, -0.01611328, -0.05273438, -1
978744876, -1, 5, -0.02050781, -0.05224609, -1.000488
995066505, 0, 4, -0.01708984, -0.05322266, -0.9970703
1012513232, -2, 2, -0.015625, -0.05273438, -1
1029412462, 3, 3, -0.01611328, -0.05273438, -1.000977
1046440389, -2, 8, -0.01660156, -0.0546875, -1.000488
1063317380, 0, 2, -0.01513672, -0.05566406, -0.9990234
1080986189, 1, 2, -0.01855469, -0.05322266, -0.9990234
1097263703, -2, 4, -0.01660156, -0.05322266, -0.9970703
1113590593, 1, 6, -0.01416016, -0.0625, -1.002441
1129634515, -2, 8, -0.02050781, -0.05175781, -0.9941406
1146086508, 1, 4, -0.01464844, -0.05224609, -0.9941406
1161283507, 1, 5, -0.02148438, -0.05371094, -1.00293
1177830031, 0, 3, -0.02050781, -0.05322266, -0.9985352
1193065312, -1, 3, -0.01708984, -0.0546875, -1
1209486055, 2, 5, -0.01757812, -0.05224609, -0.9990234
1224953209, -2, 3, -0.01855469, -0.05957031, -1.001465
1240744893, 0, 3, -0.01416016, -0.05224609, -0.9980469
1257187094, 2, 5, -0.01416016, -0.05566406, -0.9916992
1273173829, 2, 3, -0.02148438, -0.05224609, -1.000488
1289522906, 0, 5, -0.01660156, -0.05371094, -0.9990234
1305143862, 0, 3, -0.01660156, -0.05224609, -0.9990234
1320827942, -1, 5, -0.01953125, -0.05322266, -0.9951172
1337093373, 2, 2, -0.01513672, -0.05322266, -0.9960938
1352821933, 2, 2, -0.01757812, -0.05566406, -1.000488
1368940021, 0, 3, -0.01708984, -0.05029297, -0.9951172
1384377384, -2, 4, -0.01660156, -0.05419922, -0.9882812
1401180885, -2, 3, -0.01416016, -0.05517578, -0.9941406
1416840331, 2, 2, -0.01416016, -0.05566406, -0.9980469
1432783837, -1, 5, -0.01416016, -0.05273438, -1.002441
1449226611, -1, 1, -0.01660156, -0.05371094, -1.001465
1465106055, 2, 6, -0.01660156, -0.05224609, -0.9970703
1480897999, 2, 2, -0.01953125, -0.05322266, -1.000488
1496027968, 1, 4, -0.01855469, -0.05126953, -1.002441
1511724027, -1, 5, -0.01855469, -0.05664062, -0.9931641
1527212744, 1, 2, -0.01953125, -0.05859375, -1.004883
1543364947, 0, 4, -0.01074219, -0.05322266, -0.9931641
1558584238, -1, 1, -0.01855469, -0.05761719, -1.004883
1574321600, -1, 4, -0.01855469, -0.05371094, -0.9980469
1589646359, 3, 2, -0.01318359, -0.05322266, -0.9980469
1605611740, -1, 5, -0.0234375, -0.05566406, -0.9970703
1621850869, 1, 3, -0.01757812, -0.05371094, -1
1637521617, -1, 2, -0.01513672, -0.05224609, -0.9990234
1653085125, 2, 3, -0.01757812, -0.05371094, -1.000488
1669923470, 3, 4, -0.01708984, -0.05371094, -1.001465
1685650935, 3, 5, -0.01855469, -0.05615234, -1
1701543296, -1, 2, -0.01953125, -0.05126953, -1.001465
1718171850, 0, 6, -0.01318359, -0.05371094, -1.002441
1735162902, 1, 3, -0.0234375, -0.05273438, -0.9980469
1751105106, 1, 4, -0.01367188, -0.05957031, -0.9980469
1767835691, 3, -1, -0.01708984, -0.05517578, -0.9970703
1784612005, -2, 0, -0.01855469, -0.05371094, -1.004883
1801111706, -2, 3, -0.01953125, -0.0546875, -0.9926758
1818144529, -1, 1, -0.01855469, -0.05419922, -0.9995117
1837887910, 0, 6, -0.01611328, -0.05761719, -1.000977
1854419434, 2, 7, -0.01611328, -0.05224609, -0.9990234
1871879077, -1, 6, -0.01416016, -0.05224609, -0.9980469
1888597110, 0, 34, -0.01513672, -0.0546875, -0.9941406
1904683584, -2, 5, -0.01953125, -0.05566406, -0.9980469
1921528440, -2, 6, -0.01953125, -0.05273438, -0.9990234
1938212723, -1, 5, -0.01416016, -0.05371094, -0.9956055
1954513831, -2, 6, -0.02050781, -0.05517578, -0.9990234
1970242495, 0, 5, -0.01611328, -0.05273438, -0.9975586
1985645170, 2, 3, -0.01757812, -0.05224609, -0.9980469
2002474192, -2, 2, -0.01416016, -0.05566406, -0.9951172
2018082232, 1, 5, -0.01660156, -0.05566406, -1.001953
2034571880, 2, 3, -0.01611328, -0.05371094, -1.000488
2050098670, 1, 3, -0.01660156, -0.05419922, -0.9951172
2065835198, 1, 4, -0.01611328, -0.0546875, -1.000488
2082394013, 1, 6, -0.01611328, -0.05322266, -1
2098969599, 0, 2, -0.01953125, -0.05224609, -0.9980469
2116477472, 2, 3, -0.01269531, -0.05224609, -1.002441
2132533633, 2, 3, -0.01806641, -0.05566406, -0.9980469
2149039532, 3, 4, -0.01953125, -0.05810547, -0.9985352
2165006736, -1, 5, -0.01953125, -0.05566406, -0.9970703
2180442432, -1, 0, -0.01416016, -0.05029297, -1.000488
2196547292, -2, 5, -0.02050781, -0.05517578, -0.9960938
2212063456, 0, 7, -0.01513672, -0.05322266, -0.9951172
2229257893, -1, 4, -0.02050781, -0.05273438, -0.9951172
2245479522, -1, 4, -0.015625, -0.05224609, -1.002441
2260799334, -4, 3, -0.01953125, -0.0546875, -0.9990234
2276855287, -1, 4, -0.01660156, -0.05371094, -0.9990234
2292692544, 0, 4, -0.01757812, -0.05615234, -0.9980469
2308960684, -3, 4, -0.01855469, -0.05078125, -0.9980469
2324231120, 3, 4, -0.01757812, -0.05371094, -0.9960938
2340385875, 0, 4, -0.015625, -0.05224609, -0.9995117
2356023862, 1, 27, -0.01757812, -0.05664062, -0.9960938
2372478095, 1, 3, -0.01416016, -0.05175781, -1.000488
2388059103, -2, 3, -0.01416016, -0.0546875, -0.9995117
2404229014, -2, 5, -0.01318359, -0.05175781, -0.9873047
2420406998, -2, 2, -0.015625, -0.05419922, -0.9960938
2436419566, 0, 1, -0.01318359, -0.05322266, -0.9990234
2452985308, 1, 2, -0.015625, -0.05029297, -0.9936523
2468832825, -3, 5, -0.01318359, -0.05224609, -0.9941406
2484639248, -2, 1, -0.01757812, -0.05371094, -0.9970703
2500817493, 0, 4, -0.01708984, -0.05712891, -1.002441
2517086518, -2, 4, -0.01953125, -0.05322266, -0.9980469
2533943509, 2, 4, -0.02050781, -0.05273438, -1.004883
2550196492, 0, 5, -0.02050781, -0.05126953, -0.9990234
2566130206, -3, 48, -0.01953125, -0.05419922, -0.9985352
2582527773, 1, 3, -0.015625, -0.05078125, -0.9941406
2598262061, -1, 4, -0.01953125, -0.05566406, -0.9951172
2615751079, -3, 4, -0.01269531, -0.05566406, -0.9990234
2633499680, -1, 25, -0.01611328, -0.05126953, -0.9970703
2650676408, 0, 5, -0.01660156, -0.05322266, -0.9946289
2667399129, -1, 3, -0.009765625, -0.05664062, -0.9960938
2684920647, 0, 3, -0.0234375, -0.05957031, -1.003906
2702440655, 1, 4, -0.01953125, -0.05322266, -0.9951172
2719619883, 2, 3, -0.01660156, -0.05517578, -0.9960938
2737921293, 0, 4, -0.01074219, -0.05273438, -0.9980469
2755707445, 1, 4, -0.01416016, -0.05664062, -1.000977
2771836888, -1, -13, -0.01171875, -0.05566406, -0.9970703
2788489921, 0, 5, -0.02050781, -0.0546875, -0.9990234
2805403005, 0, 6, -0.01416016, -0.05566406, -0.9980469
2821802394, 1, 5, -0.01416016, -0.05664062, -1.000977
2838803655, 1, 5, -0.01757812, -0.05175781, -1
2854540756, -1, 3, -0.01513672, -0.05761719, -0.9951172
2871631391, -2, 6, -0.01611328, -0.05078125, -1.001953
2888223122, -1, -10, -0.008789062, -0.05566406, -1.000977
2903590590, -2, 4, -0.01416016, -0.05761719, -1.007812
2920584663, 1, 5, -0.01757812, -0.05957031, -0.9931641
2936339889, 2, 3, -0.01074219, -0.0546875, -0.9980469
2952663966, 0, 3, -0.01953125, -0.05322266, -0.9672852
2969028928, 0, 1, -0.01708984, -0.05175781, -0.9824219
2985301391, -1, 3, -0.01513672, -0.05322266, -1.004883
3001092293, -1, 5, -0.02050781, -0.05566406, -1.013184
3017684546, -1, 5, -0.02490234, -0.05371094, -1.015137
3034675754, 2, 3, -0.0234375, -0.05322266, -1.009766
3050586917, -1, 3, -0.01513672, -0.05126953, -1.003418
3066791776, -1, -4, -0.006835938, -0.05566406, -1.007812
3083241425, -1, 3, -0.008789062, -0.05957031, -0.9926758
3099616074, 0, 5, -0.01953125, -0.05224609, -0.9824219
3116180514, -2, 7, -0.01953125, -0.046875, -0.9799805
3132400946, 0, 4, -0.02587891, -0.05224609, -0.9897461
3147781799, 1, 4, -0.02587891, -0.0546875, -0.9970703
3163376296, 0, 4, -0.02148438, -0.05761719, -1.019531
3178738868, -4, 0, -0.01953125, -0.05664062, -1.012207
3195111851, 2, 4, -0.01660156, -0.05224609, -0.9912109
3210405829, 1, 3, -0.01171875, -0.05322266, -0.9799805
3226967197, 2, 3, -0.004882812, -0.05761719, -0.984375
3242556486, 0, 7, -0.006835938, -0.05615234, -0.9916992
3258659158, 0, 5, -0.01806641, -0.05371094, -0.9990234
3274199124, -1, 8, -0.02587891, -0.05224609, -1.000488
3290262994, -2, 3, -0.02832031, -0.05175781, -0.9936523
3306593738, -1, 0, -0.01318359, -0.05175781, -1.000488
3322211621, 1, 3, -0.02050781, -0.05029297, -0.980957
3338027940, 0, 6, -0.01367188, -0.05224609, -0.9736328
3355061492, 0, 4, -0.004882812, -0.06103516, -1.018555
3370881978, -2, 4, -0.01171875, -0.05859375, -1.013184
3387430325, -4, 5, -0.01611328, -0.05419922, -1.04834
3403132113, -1, 5, -0.01708984, -0.05859375, -1.072754
3419645251, -1, 4, -0.02929688, -0.05517578, -1.038086
3435809642, -2, 4, -0.01708984, -0.05664062, -1.018066
3451718825, -2, 3, -0.02050781, -0.05078125, -0.9951172
3468237172, 0, 1, -0.02441406, -0.04785156, -0.9628906
3485200203, -3, 1, -0.0234375, -0.04980469, -0.9672852
3501644957, -2, 4, -0.02685547, -0.05224609, -0.9819336
3518442833, -3, 3, -0.01660156, -0.1020508, -0.9907227
3535822790, -3, 4, -0.02246094, -0.05664062, -1.002441
3554726227, -3, 2, -0.01269531, -0.05761719, -1.013184
3571272595, -1, 3, -0.01660156, -0.05957031, -1.012695
3589039111, -4, 2, -0.005859375, -0.06152344, -1.005371
3605795530, -1, 3, -0.01611328, -0.07226562, -1.018555
3622046951, -3, 5, -0.01611328, -0.05371094, -1.000488
3638699515, -2, 4, -0.02783203, -0.04492188, -0.9716797
3654585470, -3, 4, -0.04296875, -0.04199219, -0.9833984
3670527049, -2, 4, -0.03808594, -0.046875, -0.9931641
3686900240, -4, 3, -0.03417969, -0.04882812, -0.9995117
3703029005, -3, 2, -0.02246094, -0.05322266, -1.007812
3719253604, -2, 5, -0.01074219, -0.06152344, -1.011719
3734630290, -1, 2, 0.0009765625, -0.06347656, -1.006348
3750814211, -2, 4, 0.0004882812, -0.0625, -1.000977
3766603499, -1, 3, -0.00390625, -0.05957031, -1.002441
3783147627, -4, 3, -0.01757812, -0.05224609, -0.9995117
3798923478, -2, 1, -0.02148438, -0.05566406, -1.003418
3815138389, 1, 1, -0.03027344, -0.04785156, -0.9897461
3831619027, 0, 5, -0.03417969, -0.05078125, -0.984375
3847628991, -1, 3, -0.02685547, -0.05078125, -0.9804688
3863330155, 0, 3, -0.01757812, -0.05078125, -0.9882812
3879727669, 1, 3, -0.01171875, -0.05761719, -0.9926758
3895446801, -1, 3, -0.008789062, -0.05859375, -0.9951172
3911510775, -1, 5, -0.008789062, -0.05761719, -0.9985352
3927198085, 0, 4, -0.01416016, -0.05322266, -0.9892578
3943042581, 0, 4, -0.009765625, -0.05224609, -0.9887695
3959252909, -2, 5, -0.02441406, -0.05175781, -0.9892578
3975557402, -2, 4, -0.02783203, -0.04882812, -0.9833984
3991565908, -2, 4, -0.02734375, -0.05175781, -0.9799805
4007208582, 0, 5, -0.02587891, -0.002441406, -0.5634766
4024341509, 1, 2, -0.0078125, -0.05957031, -0.953125
4039989444, -1, 0, -0.001953125, -0.06835938, -1.008789
4056223782, -5, 2, -0.04394531, -0.01806641, -1.026855
4071672968, -1, 4, -0.005859375, -0.06738281, -1.079102
4088242251, -3, 3, -0.02880859, -0.04296875, -1.003906
4104717525, -3, 3, -0.03173828, -0.05224609, -1.017578
4121563891, -6, 1, -0.04003906, -0.04492188, -0.9995117
4137808906, -1, 4, -0.05517578, -0.05761719, -1.001465
4156175888, -6, 3, -0.02050781, -0.05419922, -1.021484
4171706324, -3, 2, -0.02246094, -0.06347656, -0.9941406
4187519049, -2, 3, -0.01806641, -0.06396484, -1.011719
4202887558, -4, 4, -0.009277344, -0.05957031, -1.01416
4219562935, -1, 1, -0.009765625, -0.0625, -1.009766
4235833106, -3, 5, -0.01660156, -0.0546875, -1.007812
4250964273, -2, 4, -0.01611328, -0.05664062, -1.01123
4266840540, -3, 6, -0.02050781, -0.05566406, -1.002441
4283536229, -3, 6, -0.01855469, -0.05126953, -0.9970703
4299186560, 0, 4, -0.02636719, -0.05371094, -0.9790039
4314594809, -4, 8, -0.02197266, -0.04882812, -0.96875
4331899505, 0, 3, -0.02148438, -0.05273438, -0.9833984
4350284664, 0, 5, -0.02441406, -0.0546875, -0.9941406
4367815974, 1, 5, -0.01855469, -0.04980469, -0.9990234
4386171394, -3, 4, -0.01416016, -0.05371094, -1.003906
4403489997, -1, 5, -0.01513672, -0.05761719, -0.9990234
4420741569, 1, 4, -0.0078125, -0.05517578, -0.9936523
4438785219, 0, 8, -0.01269531, -0.05566406, -0.9833984
4455106796, 2, 6, -0.02050781, -0.05078125, -0.9716797
4472218421, -2, 2, -0.02050781, -0.04541016, -0.9672852
4489576659, -3, 4, -0.02294922, -0.04492188, -0.9707031
4506815731, -1, 3, -0.02490234, -0.04980469, -0.96875
4523131735, -2, 2, -0.02978516, -0.04882812, -0.9775391
4538644045, 0, 5, -0.01708984, -0.05078125, -1.016602
4555470723, -1, 2, -0.0004882812, -0.0703125, -1.064453
4571041732, -3, 3, -0.02685547, -0.03125, -1.024902
4587228778, -3, 2, 0.008300781, -0.04785156, -1.09082
4602916400, -4, 3, -0.02587891, -0.06494141, -1.01416
4618977978, -4, 3, -0.02783203, -0.06298828, -1.030273
4635394398, -2, 4, -0.05566406, -0.04882812, -1.016113
4650911761, -7, 5, -0.06103516, -0.05078125, -1.014648
4667600888, -2, 2, -0.04199219, -0.04003906, -1.003418
4683033668, -4, 5, -0.02880859, -0.05224609, -0.9833984
4698869570, -3, 4, -0.005859375, -0.05859375, -0.984375
4714381620, -2, 2, 0.002929688, -0.05761719, -0.984375
4731233038, -4, 2, -0.003417969, -0.06103516, -0.9926758
4748169768, -3, 4, -0.02050781, -0.05664062, -1
4764731760, -2, 1, -0.02783203, -0.05664062, -1.020508
4780433601, -2, 2, -0.03125, -0.05371094, -1.019531
4797598819, -4, -12, -0.02050781, -0.05566406, -1.002441
4813143369, -3, 3, -0.008789062, -0.0546875, -0.9887695
4830059109, -2, 5, -0.001464844, -0.05761719, -0.9702148
4845721940, -3, 3, -0.004882812, -0.05078125, -0.9599609
4862019142, -3, 16, -0.01953125, -0.04394531, -0.9643555
4878679415, 1, 28, -0.02832031, -0.05224609, -1
4894136101, -2, 4, -0.02929688, -0.05078125, -0.984375
4910581271, 0, 5, -0.03515625, -0.05224609, -0.9892578
4925873322, 0, 5, -0.02685547, -0.04980469, -0.9912109
4942785156, 0, -12, -0.01074219, -0.05224609, -0.9765625
4958238769, -1, 2, -0.001953125, -0.05566406, -0.9799805
4974637689, -4, 3, 0.01074219, -0.0625, -1.001953
4990279322, -1, 4, 0.004882812, -0.06640625, -1.023926
5006769544, -3, 4, -0.01074219, -0.06152344, -1.003906
5022811591, -3, 4, -0.03076172, -0.05224609, -1.026855
5039288740, -6, 4, -0.05322266, -0.07861328, -1.03125
5054881414, -5, 3, -0.04980469, -0.0546875, -1.05127
5071123773, -1, 3, -0.05078125, -0.05712891, -1.038574
5087052748, -4, 4, -0.04589844, -0.04248047, -1.056641
5103563907, -5, 4, -0.03808594, -0.05224609, -0.9907227
5119141582, -4, 25, -0.006835938, -0.05322266, -0.9677734
5135287274, -4, 1, 0.004882812, -0.04589844, -0.9584961
5151799944, -3, 5, 0.01074219, -0.05126953, -0.9267578
5167730117, 0, 2, 0.008789062, -0.05859375, -0.9873047
5184230651, -2, 4, -0.02490234, -0.06103516, -1.020508
5199463692, -3, 3, -0.03125, -0.05322266, -1.026367
5216004487, -2, 1, -0.03808594, -0.0546875, -1.024902
5232467469, -1, 39, -0.03710938, -0.05126953, -1
5250120445, -3, 3, -0.02197266, -0.05224609, -0.9907227
5269053466, -1, 1, 0.01171875, -0.06054688, -0.9755859
5287265397, -3, 4, 0.008300781, -0.06152344, -0.9853516
5304783738, -1, 2, -0.003417969, -0.05517578, -0.9970703
5322514370, 0, 4, -0.02587891, -0.04248047, -0.9980469
5337928816, -2, 4, -0.04589844, -0.05029297, -1.018066
5353385085, -1, 4, -0.04150391, -0.04785156, -0.9946289
5368513075, -1, 2, -0.02880859, -0.04150391, -0.9824219
5384357519, -1, 3, -0.01953125, -0.05029297, -0.9780273
5399973840, 0, 4, 0.001953125, -0.05322266, -0.9638672
5415314849, -3, 4, 0.02050781, -0.06152344, -0.9882812
5432419130, 0, 3, 0.02539062, -0.06396484, -0.9858398
5449003935, -5, 3, -0.008300781, -0.06396484, -1.020508
5465258897, -1, 5, -0.02490234, -0.04248047, -0.984375
5481553964, -4, 1, -0.05224609, -0.04443359, -0.987793
5497572834, -5, 6, -0.1333008, -0.06982422, -0.9780273
5513634100, -4, 4, -0.07861328, -0.07861328, -1.10498
5529651251, -5, 2, -0.04150391, -0.06396484, -1.041992
5546120848, -5, 2, -0.03955078, -0.05419922, -1.03418
5563685127, -1, 4, -0.03759766, -0.046875, -1.019043
5579024001, -2, 4, -0.03222656, -0.02929688, -0.8701172
